Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
22,137,Smouha,Ismaily,2025-11-05,17:00,Borg El Arab,2
22,138,Masry,Zamalek,2025-11-07,17:00,Borg El Arab,2
22,139,Ceramica,Wadi Degla,2025-05-20,17:00,Petro Sport Stadium,1
22,140,El Gouna,Future,2025-05-30,20:00,Petro Sport Stadium,2
22,141,Pyramids,Pharco,2025-05-13,17:00,Suez Stadium,1
22,142,Talaea El Gaish,Ismaily,2025-10-15,20:00,El Sekka El Hadeed Stadium,2
22,143,Modern Sport,Talaea El Gaish,2025-08-25,17:00,Military Academy Stadium,2
22,144,Alexandria Union,Pharco,2025-08-25,17:00,Suez Stadium,1
22,145,Smouha,Pyramids,2025-05-20,20:00,Borg El Arab,2
22,146,Zamalek,Alexandria Union,2025-05-12,20:00,Zed Club Stadium,1
22,147,Masry,Smouha,2025-10-13,17:00,Petro Sport Stadium,1
22,148,Masry,Ceramica,2025-08-09,20:00,Suez Stadium,1
22,149,Al Ahly,El Dakhleya,2025-12-09,20:00,El Sekka El Hadeed Stadium,1
22,150,El Dakhleya,Al Ahly,2025-11-13,17:00,Al Salam Stadium,2
22,151,Future,Al Ahly,2025-11-20,20:00,Cairo Stadium,2
22,152,El Gouna,Ismaily,2025-11-06,20:00,Air Defense Stadium,2
22,153,Pharco,Al Ahly,2025-10-21,20:00,Al Salam Stadium,2
22,154,National Bank,ENPPI,2025-11-02,20:00,Petro Sport Stadium,2
22,155,Masry,El Gouna,2025-06-23,20:00,Military Academy Stadium,1
22,156,Zed,Smouha,2025-06-27,20:00,Petro Sport Stadium,2
22,157,Masry,National Bank,2025-08-08,17:00,Suez Stadium,1
22,158,Pyramids,Ismaily,2025-10-22,17:00,Air Defense Stadium,1
22,159,Future,Ceramica,2025-12-02,20:00,Air Defense Stadium,1
22,160,Modern Sport,El Gouna,2025-12-09,17:00,Al Salam Stadium,2
22,161,Talaea El Gaish,Pharco,2025-08-11,17:00,Zed Club Stadium,1
22,162,Pharco,El Dakhleya,2026-01-07,20:00,Borg El Arab,2
22,163,El Gouna,Alexandria Union,2025-12-24,20:00,Alexandria Stadium,2
22,164,Future,Modern Sport,2025-05-12,17:00,Borg El Arab,1
22,165,Al Ahly,Zamalek,2025-07-05,20:00,Alexandria Stadium,1
22,166,National Bank,Al Ahly,2025-08-07,17:00,Cairo Stadium,2
22,167,Future,Alexandria Union,2025-11-14,20:00,Air Defense Stadium,1
22,168,Wadi Degla,Zed,2026-01-10,17:00,Al Salam Stadium,2
22,169,Modern Sport,Zamalek,2025-12-08,20:00,Cairo Stadium,2
22,170,El Gouna,Ceramica,2025-08-28,20:00,Alexandria Stadium,2
22,171,Al Ahly,Ismaily,2025-11-22,17:00,Suez Stadium,1
22,172,Masry,Zed,2025-08-21,17:00,Petro Sport Stadium,1
22,173,El Dakhleya,Zed,2025-09-25,17:00,El Sekka El Hadeed Stadium,1
22,174,Ismaily,Alexandria Union,2025-09-09,20:00,Air Defense Stadium,1
22,175,Al Ahly,El Gouna,2025-07-27,17:00,Al Salam Stadium,1
22,176,Zed,Wadi Degla,2025-07-20,20:00,Air Defense Stadium,1
22,177,Future,National Bank,2025-12-07,17:00,Borg El Arab,1
22,178,Alexandria Union,Zamalek,2025-08-22,17:00,Zed Club Stadium,2
22,179,Alexandria Union,Al Ahly,2026-01-01,20:00,El Sekka El Hadeed Stadium,2
22,180,Pharco,Talaea El Gaish,2025-11-27,17:00,Zed Club Stadium,2
22,181,Smouha,Masry,2025-11-24,20:00,Al Salam Stadium,2
22,182,Zed,Ismaily,2026-01-11,17:00,Petro Sport Stadium,2
22,183,Modern Sport,Smouha,2025-06-05,17:00,Air Defense Stadium,2
22,184,National Bank,El Gouna,2025-08-06,20:00,Alexandria Stadium,1
22,185,ENPPI,Pharco,2025-11-11,20:00,Petro Sport Stadium,1
22,186,Modern Sport,Pharco,2025-08-12,20:00,Alexandria Stadium,1
22,187,El Gouna,Pharco,2025-08-05,17:00,Borg El Arab,1
22,188,Alexandria Union,Smouha,2025-06-18,17:00,Petro Sport Stadium,2
22,189,Modern Sport,Alexandria Union,2025-08-04,17:00,Petro Sport Stadium,2
22,190,Pharco,Zed,2025-10-22,20:00,Petro Sport Stadium,2
22,191,Zed,El Gouna,2025-08-21,17:00,Petro Sport Stadium,2
22,192,Pyramids,Masry,2025-05-19,20:00,Military Academy Stadium,1
22,193,Alexandria Union,Talaea El Gaish,2025-05-31,20:00,Cairo Stadium,2
22,194,Alexandria Union,Masry,2025-10-30,17:00,Cairo Stadium,2
22,195,ENPPI,National Bank,2025-09-24,17:00,Borg El Arab,1
22,196,Ceramica,Pyramids,2025-12-30,20:00,Air Defense Stadium,2
22,197,Masry,Pharco,2025-11-13,17:00,El Sekka El Hadeed Stadium,1
22,198,ENPPI,Future,2026-01-29,20:00,Air Defense Stadium,2
22,199,El Gouna,ENPPI,2025-10-17,20:00,Alexandria Stadium,2
22,200,Zed,Future,2025-07-03,17:00,Al Salam Stadium,2
22,201,Talaea El Gaish,Future,2025-06-26,17:00,Borg El Arab,2
22,202,Ismaily,Wadi Degla,2025-12-08,20:00,Air Defense Stadium,1
22,203,Future,El Gouna,2025-07-13,17:00,Suez Stadium,1
22,204,Future,Zed,2025-08-18,20:00,Alexandria Stadium,1
22,205,Al Ahly,Pyramids,2025-06-28,20:00,Petro Sport Stadium,1
22,206,El Dakhleya,National Bank,2026-01-27,20:00,El Sekka El Hadeed Stadium,2
22,207,Talaea El Gaish,Al Ahly,2025-12-18,20:00,Air Defense Stadium,2
22,208,Talaea El Gaish,Alexandria Union,2026-01-02,20:00,Petro Sport Stadium,1
22,209,Al Ahly,Smouha,2026-01-19,17:00,Zed Club Stadium,1
22,210,El Dakhleya,Pharco,2025-08-28,20:00,El Sekka El Hadeed Stadium,1
22,211,Ismaily,ENPPI,2025-06-15,17:00,Suez Stadium,1
22,212,Zed,Zamalek,2025-06-04,20:00,Petro Sport Stadium,2
22,213,El Gouna,Pyramids,2025-08-06,17:00,Air Defense Stadium,2
22,214,Al Ahly,National Bank,2025-06-10,17:00,Suez Stadium,1
22,215,Zamalek,Talaea El Gaish,2025-07-25,17:00,Al Salam Stadium,1
22,216,Modern Sport,El Dakhleya,2025-11-02,17:00,Borg El Arab,2
22,217,Wadi Degla,ENPPI,2025-08-07,17:00,Alexandria Stadium,2
22,218,Pyramids,Zed,2025-12-25,20:00,Zed Club Stadium,1
22,219,Zamalek,Pyramids,2025-06-03,17:00,Air Defense Stadium,1
22,220,ENPPI,Al Ahly,2025-05-11,17:00,Al Salam Stadium,2
22,221,Al Ahly,Wadi Degla,2025-09-03,17:00,Zed Club Stadium,1
22,222,ENPPI,Ismaily,2025-05-19,17:00,Alexandria Stadium,2
22,223,Modern Sport,Ismaily,2025-06-10,17:00,El Sekka El Hadeed Stadium,2
22,224,Smouha,Zamalek,2025-09-10,17:00,Alexandria Stadium,2
22,225,Pyramids,Ceramica,2025-08-27,20:00,Petro Sport Stadium,1
22,226,Smouha,Talaea El Gaish,2025-08-04,17:00,Al Salam Stadium,1
22,227,Wadi Degla,Ceramica,2026-01-23,17:00,Military Academy Stadium,2
22,228,Alexandria Union,ENPPI,2025-12-29,17:00,Alexandria Stadium,2
22,229,Modern Sport,Masry,2025-10-29,20:00,El Sekka El Hadeed Stadium,2
22,230,National Bank,Modern Sport,2025-09-02,17:00,Al Salam Stadium,1
22,231,El Gouna,Zamalek,2025-07-23,20:00,Alexandria Stadium,2
22,232,Talaea El Gaish,Masry,2025-10-29,20:00,Zed Club Stadium,2
22,233,Alexandria Union,Future,2025-05-10,20:00,El Sekka El Hadeed Stadium,2
22,234,El Gouna,El Dakhleya,2025-08-31,17:00,Air Defense Stadium,2
22,235,Zed,El Dakhleya,2025-08-17,17:00,Zed Club Stadium,2
22,236,Ismaily,Pyramids,2025-10-09,20:00,Alexandria Stadium,2
22,237,Future,Smouha,2025-07-25,17:00,Al Salam Stadium,1
22,238,Pharco,El Gouna,2025-08-14,20:00,Alexandria Stadium,2
22,239,Pyramids,Smouha,2026-01-05,20:00,Suez Stadium,1
22,240,Ceramica,Alexandria Union,2026-01-23,17:00,Al Salam Stadium,1
22,241,Ceramica,Ismaily,2025-09-08,20:00,El Sekka El Hadeed Stadium,2
22,242,Zed,Ceramica,2025-06-13,20:00,Air Defense Stadium,2
22,243,Ismaily,Smouha,2025-05-07,17:00,Al Salam Stadium,1
22,244,National Bank,Pyramids,2025-11-17,17:00,Petro Sport Stadium,2
22,245,Zed,ENPPI,2025-07-21,20:00,El Sekka El Hadeed Stadium,2
22,246,National Bank,Ismaily,2025-12-22,17:00,Alexandria Stadium,2
22,247,El Dakhleya,Ismaily,2026-01-01,20:00,Military Academy Stadium,2
22,248,Wadi Degla,Pyramids,2025-07-20,20:00,Military Academy Stadium,2
22,249,Talaea El Gaish,National Bank,2025-08-25,17:00,Petro Sport Stadium,2
22,250,Future,Masry,2025-12-08,17:00,Cairo Stadium,2
22,251,Masry,Future,2025-07-28,20:00,Military Academy Stadium,1
22,252,Wadi Degla,Talaea El Gaish,2025-07-10,17:00,Alexandria Stadium,2
22,253,Zamalek,National Bank,2025-12-08,20:00,Petro Sport Stadium,1
22,254,Smouha,Pharco,2025-05-23,20:00,Al Salam Stadium,1
22,255,Ismaily,El Gouna,2025-07-06,17:00,Borg El Arab,1
22,256,Masry,Modern Sport,2025-09-02,17:00,Suez Stadium,1
22,257,Pyramids,Future,2025-08-17,20:00,Military Academy Stadium,1
22,258,Ceramica,ENPPI,2025-05-04,17:00,Al Salam Stadium,2
22,259,Zed,Al Ahly,2025-12-17,20:00,Zed Club Stadium,2
22,260,Ceramica,Future,2025-11-16,17:00,Alexandria Stadium,2
22,261,National Bank,El Dakhleya,2025-09-21,17:00,Suez Stadium,1
22,262,Pharco,ENPPI,2025-12-14,20:00,Military Academy Stadium,2
22,263,Pyramids,Talaea El Gaish,2025-11-24,17:00,Air Defense Stadium,1
22,264,Ceramica,Talaea El Gaish,2025-12-30,20:00,Cairo Stadium,1
22,265,Pyramids,ENPPI,2025-05-04,20:00,Air Defense Stadium,1
22,266,Pharco,National Bank,2025-11-05,17:00,Petro Sport Stadium,2
22,267,Future,Wadi Degla,2025-09-06,17:00,Cairo Stadium,1
22,268,Al Ahly,Talaea El Gaish,2026-01-15,20:00,Air Defense Stadium,1
22,269,Zamalek,Al Ahly,2025-05-29,20:00,Air Defense Stadium,2
22,270,El Gouna,Smouha,2025-11-08,17:00,Al Salam Stadium,2
22,271,Ceramica,Zed,2025-08-01,20:00,Alexandria Stadium,1
22,272,Pharco,Zamalek,2025-05-13,17:00,Petro Sport Stadium,2
22,273,Modern Sport,Ceramica,2025-08-09,17:00,Petro Sport Stadium,2
22,274,Ismaily,Ceramica,2025-06-17,17:00,Alexandria Stadium,1
22,275,Ismaily,Future,2025-10-03,20:00,Borg El Arab,2
22,276,Al Ahly,Future,2025-12-22,20:00,Petro Sport Stadium,1
22,277,Alexandria Union,Ismaily,2025-11-03,20:00,Suez Stadium,2
22,278,National Bank,Future,2025-10-17,17:00,Alexandria Stadium,2
22,279,ENPPI,Wadi Degla,2026-01-05,20:00,Borg El Arab,1
22,280,Alexandria Union,Ceramica,2025-08-25,20:00,Zed Club Stadium,2
22,281,Ceramica,Zamalek,2025-09-07,17:00,Zed Club Stadium,2
22,282,National Bank,Wadi Degla,2025-05-24,17:00,Borg El Arab,1
22,283,Al Ahly,Alexandria Union,2025-05-19,17:00,Zed Club Stadium,1
22,284,ENPPI,Talaea El Gaish,2025-05-12,17:00,Zed Club Stadium,1
22,285,Future,Zamalek,2025-12-14,17:00,Alexandria Stadium,2
22,286,Zamalek,El Dakhleya,2025-07-30,17:00,Zed Club Stadium,1
22,287,Future,Ismaily,2025-12-11,20:00,Alexandria Stadium,1
22,288,Talaea El Gaish,ENPPI,2025-09-18,17:00,Alexandria Stadium,2
22,289,Modern Sport,Pyramids,2025-07-23,20:00,Borg El Arab,2
22,290,Zed,Masry,2025-08-11,20:00,Borg El Arab,2
22,291,Smouha,Zed,2025-11-10,17:00,El Sekka El Hadeed Stadium,1
22,292,Talaea El Gaish,El Dakhleya,2025-07-09,20:00,Al Salam Stadium,1
22,293,El Dakhleya,Smouha,2025-08-11,17:00,Air Defense Stadium,2
22,294,ENPPI,Smouha,2026-01-18,17:00,Air Defense Stadium,2
22,295,Pharco,Pyramids,2025-09-07,17:00,Alexandria Stadium,2
22,296,El Dakhleya,Zamalek,2025-11-11,17:00,Borg El Arab,2
22,297,Smouha,El Gouna,2025-11-28,20:00,El Sekka El Hadeed Stadium,1
22,298,Zamalek,El Gouna,2025-12-02,20:00,Zed Club Stadium,1
22,299,Al Ahly,Ceramica,2025-09-09,17:00,El Sekka El Hadeed Stadium,1
22,300,El Dakhleya,Modern Sport,2025-08-27,17:00,Alexandria Stadium,1
22,301,Pyramids,Alexandria Union,2025-09-29,20:00,Petro Sport Stadium,1
22,302,Ismaily,Zed,2025-12-03,20:00,Cairo Stadium,1
22,303,ENPPI,Zed,2026-01-16,20:00,Alexandria Stadium,1
22,304,Pharco,Masry,2025-05-06,17:00,Zed Club Stadium,2
22,305,El Gouna,Wadi Degla,2025-05-30,20:00,El Sekka El Hadeed Stadium,1
22,306,Alexandria Union,El Gouna,2025-12-28,20:00,Military Academy Stadium,1
23,1,ENPPI,National Bank,2025-06-11,20:00,Air Defense Stadium,1
23,2,Ismaily,Talaea El Gaish,2025-06-26,20:00,Military Academy Stadium,1
23,3,Zed,Wadi Degla,2025-11-28,17:00,Military Academy Stadium,1
23,4,Al Ahly,Alexandria Union,2025-09-18,17:00,El Sekka El Hadeed Stadium,1
23,5,Wadi Degla,El Gouna,2025-08-28,20:00,Borg El Arab,2
23,6,National Bank,Zed,2025-10-29,20:00,Alexandria Stadium,1
23,7,Masry,Zamalek,2025-12-13,20:00,Borg El Arab,2
23,8,Al Ahly,Pharco,2025-09-05,17:00,Zed Club Stadium,1
23,9,Wadi Degla,Al Ahly,2025-08-18,20:00,Petro Sport Stadium,2
23,10,Alexandria Union,Wadi Degla,2025-12-08,17:00,Air Defense Stadium,1
23,11,Zamalek,Masry,2025-05-13,20:00,Alexandria Stadium,1
23,12,Talaea El Gaish,ENPPI,2025-07-04,17:00,Zed Club Stadium,2
23,13,Ceramica,Pyramids,2025-11-29,20:00,Zed Club Stadium,2
23,14,Pharco,El Gouna,2026-01-25,20:00,Air Defense Stadium,2
23,15,Al Ahly,Talaea El Gaish,2025-07-29,20:00,Borg El Arab,1
23,16,Zed,Pyramids,2025-12-18,17:00,Petro Sport Stadium,2
23,17,Pharco,Al Ahly,2025-07-02,20:00,Al Salam Stadium,2
23,18,El Gouna,Al Ahly,2025-11-29,20:00,Suez Stadium,2
23,19,Pyramids,Ismaily,2025-06-13,17:00,Al Salam Stadium,1
23,20,Future,Al Ahly,2025-07-05,20:00,El Sekka El Hadeed Stadium,2
23,21,Al Ahly,Masry,2025-09-18,17:00,El Sekka El Hadeed Stadium,1
23,22,Al Ahly,National Bank,2025-05-02,17:00,El Sekka El Hadeed Stadium,1
23,23,Modern Sport,Smouha,2025-12-28,17:00,Al Salam Stadium,2
23,24,Talaea El Gaish,Smouha,2025-07-05,20:00,Zed Club Stadium,2
23,25,El Gouna,Zed,2025-12-11,20:00,Cairo Stadium,1
23,26,National Bank,Talaea El Gaish,2025-11-12,17:00,Air Defense Stadium,1
23,27,Pyramids,Talaea El Gaish,2025-05-09,17:00,Al Salam Stadium,1
23,28,El Dakhleya,Modern Sport,2026-01-25,17:00,Alexandria Stadium,1
23,29,Pyramids,Alexandria Union,2025-05-26,20:00,Petro Sport Stadium,1
23,30,Alexandria Union,El Dakhleya,2025-10-16,20:00,Military Academy Stadium,1
23,31,Modern Sport,Ismaily,2025-07-31,17:00,Al Salam Stadium,2
23,32,Talaea El Gaish,Ismaily,2025-05-31,20:00,Alexandria Stadium,2
23,33,Masry,El Dakhleya,2025-08-13,20:00,Alexandria Stadium,1
23,34,El Gouna,Wadi Degla,2025-12-14,20:00,Air Defense Stadium,1
23,35,Modern Sport,Zed,2026-01-07,17:00,Air Defense Stadium,2
23,36,ENPPI,Pyramids,2025-10-08,20:00,Cairo Stadium,2
23,37,National Bank,Ceramica,2026-01-05,20:00,Military Academy Stadium,2
23,38,Talaea El Gaish,Alexandria Union,2025-12-20,20:00,Petro Sport Stadium,1
23,39,Ismaily,El Dakhleya,2025-12-04,17:00,Borg El Arab,1
23,40,Masry,Zed,2025-05-26,17:00,Cairo Stadium,1
23,41,National Bank,ENPPI,2025-11-02,20:00,Military Academy Stadium,2
23,42,El Gouna,Masry,2025-09-23,17:00,Air Defense Stadium,2
23,43,Zed,Future,2025-05-04,20:00,Borg El Arab,2
23,44,Ismaily,Modern Sport,2025-12-19,20:00,Cairo Stadium,1
23,45,Wadi Degla,Masry,2025-10-17,20:00,Suez Stadium,2
23,46,Smouha,Al Ahly,2025-12-05,17:00,Petro Sport Stadium,2
23,47,Ismaily,Future,2025-06-26,20:00,Military Academy Stadium,2
23,48,Zed,National Bank,2025-09-13,20:00,Petro Sport Stadium,2
23,49,National Bank,Zamalek,2025-10-18,20:00,Petro Sport Stadium,2
23,50,Alexandria Union,Future,2026-01-15,20:00,Borg El Arab,2
23,51,Modern Sport,Wadi Degla,2025-11-12,17:00,Petro Sport Stadium,1
23,52,Masry,Alexandria Union,2025-11-07,17:00,Al Salam Stadium,1
23,53,Alexandria Union,Smouha,2025-08-31,20:00,Zed Club Stadium,2
23,54,Ismaily,Masry,2025-09-10,20:00,Cairo Stadium,2
23,55,Future,Modern Sport,2025-09-17,20:00,El Sekka El Hadeed Stadium,1
23,56,Ismaily,Wadi Degla,2025-07-20,20:00,Petro Sport Stadium,1
23,57,Pharco,Future,2025-09-16,17:00,Cairo Stadium,2
23,58,Modern Sport,Future,2025-11-04,20:00,Cairo Stadium,2
23,59,National Bank,Ismaily,2025-06-24,17:00,El Sekka El Hadeed Stadium,2
23,60,Wadi Degla,Smouha,2025-07-11,17:00,Suez Stadium,2
23,61,El Gouna,Talaea El Gaish,2025-06-26,20:00,Suez Stadium,2
23,62,ENPPI,Ceramica,2026-01-14,17:00,Alexandria Stadium,1
23,63,Al Ahly,Smouha,2025-06-28,20:00,Zed Club Stadium,1
23,64,Smouha,Modern Sport,2025-06-03,20:00,Military Academy Stadium,1
23,65,Ismaily,Zamalek,2026-01-12,17:00,El Sekka El Hadeed Stadium,2
23,66,Smouha,Wadi Degla,2025-05-18,20:00,El Sekka El Hadeed Stadium,1
23,67,Smouha,Pyramids,2025-07-12,17:00,Suez Stadium,2
23,68,El Gouna,Pharco,2025-12-06,20:00,Al Salam Stadium,1
23,69,ENPPI,Talaea El Gaish,2025-12-12,20:00,Cairo Stadium,1
23,70,Zamalek,Al Ahly,2025-12-10,17:00,Al Salam Stadium,2
23,71,ENPPI,El Gouna,2025-06-18,17:00,Military Academy Stadium,1
23,72,Alexandria Union,National Bank,2025-12-11,20:00,Air Defense Stadium,2
23,73,Smouha,Ismaily,2025-10-19,17:00,Suez Stadium,2
23,74,ENPPI,Future,2026-01-14,17:00,El Sekka El Hadeed Stadium,2
23,75,ENPPI,Wadi Degla,2025-05-12,17:00,Borg El Arab,1
23,76,ENPPI,Alexandria Union,2025-06-21,17:00,Suez Stadium,1
23,77,Zed,Zamalek,2025-11-19,17:00,Military Academy Stadium,2
23,78,Wadi Degla,Future,2025-05-04,20:00,Air Defense Stadium,2
23,79,Smouha,Masry,2026-01-20,17:00,Air Defense Stadium,2
23,80,El Dakhleya,Al Ahly,2025-12-01,17:00,Al Salam Stadium,2
23,81,Zamalek,El Dakhleya,2025-06-08,20:00,El Sekka El Hadeed Stadium,1
23,82,El Gouna,Modern Sport,2026-01-21,17:00,El Sekka El Hadeed Stadium,1
23,83,Pharco,Pyramids,2025-07-05,17:00,Air Defense Stadium,2
23,84,Pharco,National Bank,2025-08-06,17:00,Al Salam Stadium,2
23,85,Pyramids,Al Ahly,2025-05-11,17:00,Borg El Arab,2
23,86,Ismaily,Zed,2025-10-22,20:00,Zed Club Stadium,1
23,87,Smouha,Zed,2025-08-09,20:00,Military Academy Stadium,1
23,88,El Dakhleya,Zed,2025-10-24,20:00,Petro Sport Stadium,1
23,89,Wadi Degla,Modern Sport,2025-06-08,20:00,Suez Stadium,2
23,90,Talaea El Gaish,Masry,2025-10-15,17:00,Zed Club Stadium,2
23,91,Ismaily,Ceramica,2025-10-23,20:00,Cairo Stadium,1
23,92,Pyramids,Smouha,2025-12-19,17:00,Military Academy Stadium,1
23,93,Masry,Pyramids,2025-09-16,17:00,Al Salam Stadium,2
23,94,Ceramica,Al Ahly,2025-05-14,20:00,Air Defense Stadium,2
23,95,Al Ahly,El Dakhleya,2025-07-31,17:00,El Sekka El Hadeed Stadium,1
23,96,Modern Sport,El Gouna,2025-05-02,17:00,Air Defense Stadium,2
23,97,Pyramids,Modern Sport,2025-11-23,20:00,Suez Stadium,1
23,98,Wadi Degla,Ceramica,2025-12-18,17:00,Air Defense Stadium,2
23,99,Pharco,ENPPI,2025-09-09,17:00,Suez Stadium,2
23,100,Ceramica,Wadi Degla,2025-09-06,20:00,Petro Sport Stadium,1
23,101,Zed,Ismaily,2025-07-27,20:00,Military Academy Stadium,2
23,102,Future,Ceramica,2025-10-10,17:00,Borg El Arab,1
23,103,Zamalek,National Bank,2025-09-14,20:00,Alexandria Stadium,1
23,104,Ceramica,El Gouna,2025-07-12,17:00,Air Defense Stadium,1
23,105,Modern Sport,Zamalek,2025-09-01,17:00,Zed Club Stadium,2
23,106,Ceramica,Zed,2025-10-03,17:00,Cairo Stadium,1
23,107,Modern Sport,Al Ahly,2025-09-18,20:00,Military Academy Stadium,2
23,108,Zamalek,Talaea El Gaish,2025-06-30,20:00,Alexandria Stadium,1
23,109,Ismaily,El Gouna,2025-07-22,20:00,Zed Club Stadium,1
23,110,Wadi Degla,Pharco,2025-05-02,17:00,Cairo Stadium,2
23,111,National Bank,Alexandria Union,2026-01-03,20:00,Petro Sport Stadium,1
23,112,El Gouna,Zamalek,2025-07-11,20:00,Suez Stadium,2
23,113,Future,Ismaily,2025-08-15,20:00,Air Defense Stadium,1
23,114,ENPPI,Modern Sport,2025-09-01,20:00,Borg El Arab,1
23,115,Smouha,Future,2025-09-30,20:00,Cairo Stadium,2
23,116,Masry,Ceramica,2025-11-29,20:00,Petro Sport Stadium,1
23,117,Talaea El Gaish,Zed,2025-12-10,20:00,Borg El Arab,1
23,118,Pharco,Masry,2025-09-09,20:00,Petro Sport Stadium,2
23,119,Masry,Ismaily,2025-05-15,17:00,Zed Club Stadium,1
23,120,Future,Zamalek,2025-07-26,17:00,Alexandria Stadium,2
23,121,Future,Masry,2025-07-23,20:00,Cairo Stadium,2
23,122,Masry,Talaea El Gaish,2025-07-18,20:00,El Sekka El Hadeed Stadium,1
23,123,Wadi Degla,ENPPI,2025-09-02,20:00,El Sekka El Hadeed Stadium,2
23,124,Alexandria Union,Pharco,2025-05-25,17:00,Petro Sport Stadium,1
23,125,Wadi Degla,Zed,2025-12-01,17:00,Suez Stadium,2
23,126,ENPPI,Pharco,2025-05-27,17:00,El Sekka El Hadeed Stadium,1
23,127,Wadi Degla,Talaea El Gaish,2026-01-01,20:00,Alexandria Stadium,2
23,128,El Dakhleya,Ceramica,2025-08-15,20:00,Zed Club Stadium,2
23,129,Talaea El Gaish,Future,2025-11-23,20:00,Air Defense Stadium,2
23,130,Zed,Masry,2025-11-13,17:00,Military Academy Stadium,2
23,131,Pyramids,Masry,2025-07-20,17:00,Military Academy Stadium,1
23,132,Smouha,Alexandria Union,2025-08-09,20:00,Suez Stadium,1
23,133,National Bank,El Gouna,2025-10-24,17:00,Suez Stadium,1
23,134,Pyramids,National Bank,2025-07-25,20:00,Zed Club Stadium,1
23,135,National Bank,Pharco,2025-10-26,20:00,Military Academy Stadium,1
23,136,Wadi Degla,Ismaily,2025-06-10,17:00,Military Academy Stadium,2
23,137,Alexandria Union,El Gouna,2025-06-29,17:00,El Sekka El Hadeed Stadium,1
23,138,Talaea El Gaish,Al Ahly,2025-10-22,20:00,Suez Stadium,2
23,139,Zamalek,Pharco,2026-01-08,17:00,Borg El Arab,1
23,140,Pyramids,Ceramica,2026-01-07,17:00,Al Salam Stadium,1
23,141,Smouha,National Bank,2025-10-28,17:00,Suez Stadium,1
23,142,El Gouna,Alexandria Union,2025-09-17,17:00,El Sekka El Hadeed Stadium,2
23,143,Zed,Talaea El Gaish,2025-09-10,17:00,Alexandria Stadium,2
23,144,Ismaily,Alexandria Union,2025-12-22,17:00,Zed Club Stadium,1
23,145,El Dakhleya,Pharco,2025-06-04,20:00,Alexandria Stadium,1
23,146,El Dakhleya,Pyramids,2025-06-29,20:00,Air Defense Stadium,2
23,147,Pyramids,Wadi Degla,2026-01-18,20:00,Zed Club Stadium,1
23,148,Future,Alexandria Union,2025-09-24,20:00,Alexandria Stadium,1
23,149,Zed,ENPPI,2025-09-16,20:00,Cairo Stadium,2
23,150,Alexandria Union,Ceramica,2025-11-02,20:00,Air Defense Stadium,2
23,151,Ceramica,El Dakhleya,2025-06-06,17:00,Suez Stadium,1
23,152,Masry,National Bank,2025-07-08,20:00,Air Defense Stadium,1
23,153,Smouha,Pharco,2025-06-21,20:00,Al Salam Stadium,1
23,154,Modern Sport,Ceramica,2025-05-28,20:00,Petro Sport Stadium,2
23,155,ENPPI,Al Ahly,2025-11-27,20:00,Cairo Stadium,2
23,156,Future,Wadi Degla,2025-06-05,20:00,Cairo Stadium,1
23,157,Masry,ENPPI,2025-10-30,17:00,Alexandria Stadium,1
23,158,Al Ahly,Pyramids,2025-06-26,20:00,El Sekka El Hadeed Stadium,1
23,159,Pharco,Smouha,2025-08-29,20:00,Air Defense Stadium,2
23,160,ENPPI,Zed,2025-07-24,20:00,Military Academy Stadium,1
23,161,Pyramids,El Gouna,2025-07-08,20:00,Alexandria Stadium,1
23,162,Ceramica,Alexandria Union,2025-12-24,17:00,Petro Sport Stadium,1
23,163,National Bank,Modern Sport,2025-10-07,17:00,El Sekka El Hadeed Stadium,1
23,164,Wadi Degla,Alexandria Union,2026-01-29,17:00,Borg El Arab,2
23,165,El Dakhleya,Zamalek,2025-06-17,17:00,Al Salam Stadium,2
23,166,Modern Sport,Pharco,2025-11-29,20:00,Cairo Stadium,1
23,167,Masry,Modern Sport,2026-01-13,17:00,Zed Club Stadium,1
23,168,Masry,Future,2025-06-11,20:00,Alexandria Stadium,1
23,169,Ceramica,Masry,2025-07-10,20:00,Petro Sport Stadium,2
23,170,El Gouna,Smouha,2025-08-29,17:00,Military Academy Stadium,2
23,171,Zamalek,Modern Sport,2025-07-09,17:00,Borg El Arab,1
23,172,Ceramica,ENPPI,2025-09-13,20:00,Zed Club Stadium,2
23,173,Alexandria Union,Pyramids,2025-07-01,17:00,Cairo Stadium,2
23,174,Future,Zed,2025-05-08,20:00,Suez Stadium,1
23,175,Pyramids,Pharco,2025-10-27,17:00,Air Defense Stadium,1
23,176,Zed,Al Ahly,2025-08-07,20:00,Borg El Arab,2
23,177,Pharco,El Dakhleya,2025-09-25,17:00,Al Salam Stadium,2
23,178,Zed,Alexandria Union,2026-01-10,20:00,Zed Club Stadium,2
23,179,Future,ENPPI,2025-11-30,17:00,Al Salam Stadium,1
23,180,Pyramids,Future,2025-09-01,20:00,Al Salam Stadium,1
23,181,Al Ahly,ENPPI,2025-11-28,17:00,Air Defense Stadium,1
23,182,Modern Sport,Pyramids,2025-12-17,17:00,Military Academy Stadium,2
23,183,Future,Pharco,2025-05-24,17:00,Alexandria Stadium,1
23,184,Zed,El Gouna,2025-09-12,17:00,Zed Club Stadium,2
