Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
26,64,Talaea El Gaish,Zamalek,2025-05-02,17:00,El Sekka El Hadeed Stadium,2
26,65,Masry,National Bank,2025-05-12,20:00,Suez Stadium,1
26,66,Talaea El Gaish,Ismaily,2025-06-29,20:00,El Sekka El Hadeed Stadium,2
26,67,Wadi Degla,Zamalek,2025-09-20,17:00,Cairo Stadium,2
26,68,Pharco,Zed,2025-12-06,17:00,Al Salam Stadium,2
26,69,Future,ENPPI,2025-07-25,20:00,El Sekka El Hadeed Stadium,1
26,70,Modern Sport,Ismaily,2025-05-04,20:00,Air Defense Stadium,2
26,71,Zed,Talaea El Gaish,2025-12-10,20:00,Alexandria Stadium,2
26,72,Wadi Degla,Future,2025-07-16,17:00,Petro Sport Stadium,2
26,73,Masry,Wadi Degla,2025-07-13,20:00,Military Academy Stadium,1
26,74,Ismaily,ENPPI,2025-09-05,17:00,Alexandria Stadium,1
26,75,Alexandria Union,Modern Sport,2025-09-28,17:00,Al Salam Stadium,1
26,76,Ceramica,ENPPI,2025-11-29,20:00,El Sekka El Hadeed Stadium,2
26,77,Zamalek,Masry,2025-12-12,17:00,Al Salam Stadium,1
26,78,ENPPI,Modern Sport,2025-12-16,20:00,El Sekka El Hadeed Stadium,1
26,79,Zed,El Gouna,2026-01-18,17:00,Cairo Stadium,2
26,80,Smouha,ENPPI,2025-09-18,20:00,Air Defense Stadium,1
26,81,Smouha,Ceramica,2025-11-19,20:00,Petro Sport Stadium,1
26,82,Talaea El Gaish,National Bank,2025-08-05,17:00,Al Salam Stadium,2
26,83,Ceramica,Modern Sport,2025-09-25,20:00,Suez Stadium,1
26,84,Al Ahly,Zed,2025-12-24,20:00,Zed Club Stadium,1
26,85,Zamalek,Future,2026-01-11,20:00,El Sekka El Hadeed Stadium,1
26,86,El Gouna,Smouha,2025-11-02,20:00,Suez Stadium,2
26,87,Al Ahly,Masry,2026-01-20,20:00,Suez Stadium,1
26,88,Ceramica,Ismaily,2025-11-11,20:00,Cairo Stadium,2
26,89,Future,Talaea El Gaish,2025-06-01,20:00,Al Salam Stadium,1
26,90,Zamalek,Alexandria Union,2026-01-09,17:00,El Sekka El Hadeed Stadium,1
26,91,Al Ahly,Future,2025-09-11,20:00,Al Salam Stadium,1
26,92,Masry,ENPPI,2025-05-02,17:00,Borg El Arab,1
26,93,El Dakhleya,Smouha,2025-12-14,20:00,Cairo Stadium,2
26,94,Smouha,Modern Sport,2025-05-10,17:00,Cairo Stadium,1
26,95,Ceramica,Zamalek,2025-10-03,17:00,Petro Sport Stadium,2
26,96,Ceramica,Wadi Degla,2025-07-25,17:00,Military Academy Stadium,1
26,97,Zed,National Bank,2025-09-26,17:00,Suez Stadium,2
26,98,Talaea El Gaish,Pyramids,2025-10-16,20:00,Cairo Stadium,2
26,99,Ismaily,Wadi Degla,2025-07-03,20:00,Suez Stadium,1
26,100,Pyramids,Modern Sport,2025-09-28,17:00,Cairo Stadium,1
26,101,El Gouna,Ismaily,2025-11-27,20:00,Suez Stadium,2
26,102,Future,Alexandria Union,2025-05-14,20:00,El Sekka El Hadeed Stadium,1
26,103,Al Ahly,El Dakhleya,2026-01-28,20:00,Military Academy Stadium,1
26,104,Al Ahly,Alexandria Union,2025-11-01,17:00,Cairo Stadium,1
26,105,National Bank,Al Ahly,2025-05-26,17:00,Cairo Stadium,2
26,106,Wadi Degla,Al Ahly,2025-12-27,20:00,Air Defense Stadium,2
26,107,Zamalek,Al Ahly,2025-07-13,17:00,Air Defense Stadium,2
26,108,Ceramica,Al Ahly,2025-11-24,17:00,Air Defense Stadium,2
26,109,Zed,Masry,2026-01-23,20:00,Zed Club Stadium,2
26,110,El Dakhleya,El Gouna,2025-07-27,20:00,Air Defense Stadium,1
26,111,Al Ahly,Pharco,2025-10-08,20:00,Al Salam Stadium,1
26,112,Ceramica,Zed,2025-12-16,17:00,Zed Club Stadium,1
26,113,National Bank,Ceramica,2025-08-02,20:00,Petro Sport Stadium,2
26,114,Pyramids,El Dakhleya,2025-06-22,20:00,Zed Club Stadium,1
26,115,Ceramica,Pyramids,2025-05-17,20:00,Suez Stadium,2
26,116,Masry,Pharco,2025-07-09,20:00,Borg El Arab,1
26,117,National Bank,Zed,2026-01-27,17:00,Petro Sport Stadium,1
26,118,Smouha,Zamalek,2026-01-17,17:00,Zed Club Stadium,2
26,119,Wadi Degla,Masry,2025-06-22,17:00,Cairo Stadium,2
26,120,National Bank,Talaea El Gaish,2025-06-29,20:00,Military Academy Stadium,1
26,121,Future,Ismaily,2025-08-05,17:00,Cairo Stadium,1
26,122,Ismaily,El Dakhleya,2025-11-19,17:00,Cairo Stadium,1
26,123,Zed,Modern Sport,2025-11-13,20:00,Petro Sport Stadium,1
26,124,Zed,Wadi Degla,2025-05-27,17:00,Alexandria Stadium,1
26,125,Talaea El Gaish,Future,2025-12-11,17:00,Air Defense Stadium,2
26,126,Pharco,ENPPI,2026-01-12,17:00,El Sekka El Hadeed Stadium,2
26,127,Wadi Degla,Ismaily,2025-05-31,17:00,Alexandria Stadium,2
26,128,El Gouna,Pharco,2025-11-14,20:00,Petro Sport Stadium,1
26,129,Zamalek,Ismaily,2025-06-14,20:00,Zed Club Stadium,1
26,130,Modern Sport,El Gouna,2025-08-30,17:00,El Sekka El Hadeed Stadium,2
26,131,Pharco,Modern Sport,2025-10-26,17:00,Military Academy Stadium,2
26,132,Alexandria Union,Wadi Degla,2025-10-27,20:00,Military Academy Stadium,1
26,133,Pyramids,Talaea El Gaish,2025-08-03,20:00,Air Defense Stadium,1
26,134,Modern Sport,Zamalek,2025-08-27,20:00,Petro Sport Stadium,2
26,135,Modern Sport,Smouha,2025-12-31,20:00,Al Salam Stadium,2
26,136,Masry,Zed,2025-12-06,20:00,Military Academy Stadium,1
26,137,Pyramids,Zamalek,2025-08-25,17:00,El Sekka El Hadeed Stadium,2
26,138,El Dakhleya,Masry,2025-10-29,20:00,Alexandria Stadium,2
26,139,Al Ahly,Ismaily,2025-12-24,17:00,El Sekka El Hadeed Stadium,1
26,140,El Gouna,National Bank,2025-10-31,20:00,Air Defense Stadium,2
26,141,Pyramids,Al Ahly,2025-10-17,17:00,Alexandria Stadium,2
26,142,Zed,Pyramids,2025-12-26,17:00,Zed Club Stadium,2
26,143,Ceramica,Masry,2025-11-21,17:00,Military Academy Stadium,2
26,144,ENPPI,Pyramids,2025-05-11,17:00,Petro Sport Stadium,2
26,145,ENPPI,Zamalek,2025-10-16,17:00,Zed Club Stadium,2
26,146,Alexandria Union,Smouha,2025-08-11,20:00,Cairo Stadium,2
26,147,Alexandria Union,Pharco,2025-10-20,20:00,Suez Stadium,1
26,148,Pharco,Wadi Degla,2025-08-31,17:00,El Sekka El Hadeed Stadium,1
26,149,Zed,Future,2025-07-19,20:00,Cairo Stadium,2
26,150,Masry,Ismaily,2025-05-30,17:00,Zed Club Stadium,1
26,151,Zamalek,Smouha,2025-10-17,20:00,Military Academy Stadium,1
26,152,Ceramica,El Dakhleya,2025-05-16,17:00,Air Defense Stadium,1
26,153,Ismaily,El Gouna,2025-08-18,20:00,Zed Club Stadium,1
26,154,Wadi Degla,Smouha,2025-11-27,17:00,Borg El Arab,2
26,155,Alexandria Union,Ceramica,2026-01-01,20:00,Alexandria Stadium,2
26,156,Talaea El Gaish,Zed,2025-10-03,17:00,Suez Stadium,1
26,157,Ismaily,Pyramids,2025-11-27,20:00,Cairo Stadium,2
26,158,Ismaily,Modern Sport,2025-06-28,17:00,El Sekka El Hadeed Stadium,1
26,159,Alexandria Union,Al Ahly,2025-08-08,20:00,Air Defense Stadium,2
26,160,Zamalek,National Bank,2025-09-14,17:00,Suez Stadium,1
26,161,Modern Sport,Pyramids,2025-12-21,20:00,El Sekka El Hadeed Stadium,2
26,162,Wadi Degla,National Bank,2025-05-09,20:00,Al Salam Stadium,2
26,163,Alexandria Union,Future,2025-08-19,17:00,Al Salam Stadium,2
26,164,Talaea El Gaish,Wadi Degla,2025-07-28,17:00,Cairo Stadium,1
26,165,El Dakhleya,Al Ahly,2025-10-09,17:00,Air Defense Stadium,2
26,166,ENPPI,Al Ahly,2025-11-21,17:00,Zed Club Stadium,2
26,167,Al Ahly,Zamalek,2025-09-02,20:00,Air Defense Stadium,1
26,168,Modern Sport,National Bank,2025-11-20,20:00,El Sekka El Hadeed Stadium,2
26,169,El Gouna,Pyramids,2025-09-27,17:00,Military Academy Stadium,2
26,170,Smouha,Pyramids,2025-08-29,17:00,Al Salam Stadium,2
26,171,Future,Pharco,2025-12-12,20:00,El Sekka El Hadeed Stadium,1
26,172,Alexandria Union,Masry,2025-07-29,17:00,El Sekka El Hadeed Stadium,2
26,173,Smouha,Al Ahly,2025-11-09,17:00,Suez Stadium,2
26,174,ENPPI,Wadi Degla,2025-11-06,20:00,Air Defense Stadium,1
26,175,Zed,ENPPI,2025-09-07,20:00,Cairo Stadium,2
26,176,Talaea El Gaish,Al Ahly,2025-06-11,20:00,Petro Sport Stadium,2
26,177,Pyramids,Future,2025-11-05,20:00,Al Salam Stadium,1
26,178,Wadi Degla,Alexandria Union,2025-08-06,20:00,Al Salam Stadium,2
26,179,National Bank,Smouha,2025-05-18,17:00,Cairo Stadium,2
26,180,ENPPI,Smouha,2026-01-06,20:00,Cairo Stadium,2
26,181,El Dakhleya,Wadi Degla,2025-11-21,20:00,Alexandria Stadium,1
26,182,Future,Zed,2025-07-30,17:00,Alexandria Stadium,1
26,183,Wadi Degla,El Gouna,2025-05-18,17:00,El Sekka El Hadeed Stadium,2
26,184,Talaea El Gaish,Ceramica,2025-05-26,17:00,Zed Club Stadium,2
26,185,Pyramids,Wadi Degla,2025-11-15,20:00,Zed Club Stadium,1
26,186,El Gouna,Alexandria Union,2025-11-22,20:00,Al Salam Stadium,2
26,187,Pyramids,ENPPI,2026-01-08,20:00,Borg El Arab,1
26,188,Ceramica,El Gouna,2025-08-18,17:00,Suez Stadium,1
26,189,Zamalek,Pharco,2025-11-09,17:00,El Sekka El Hadeed Stadium,1
26,190,Al Ahly,National Bank,2025-10-23,17:00,Cairo Stadium,1
26,191,Masry,Smouha,2026-01-01,20:00,Borg El Arab,1
26,192,Pharco,Pyramids,2025-09-10,17:00,El Sekka El Hadeed Stadium,2
26,193,El Gouna,El Dakhleya,2025-07-17,20:00,Military Academy Stadium,2
26,194,Ceramica,Smouha,2025-12-26,17:00,Borg El Arab,2
26,195,Future,El Gouna,2025-05-30,20:00,Alexandria Stadium,1
26,196,Talaea El Gaish,Pharco,2025-08-06,20:00,Military Academy Stadium,1
26,197,Talaea El Gaish,El Dakhleya,2025-06-02,17:00,Alexandria Stadium,1
26,198,Pharco,Ismaily,2025-09-14,17:00,Borg El Arab,2
26,199,Alexandria Union,Zamalek,2025-10-10,17:00,Alexandria Stadium,2
26,200,Alexandria Union,El Dakhleya,2025-06-26,20:00,Alexandria Stadium,1
26,201,Zamalek,Ceramica,2025-05-22,17:00,Cairo Stadium,1
26,202,Pharco,El Gouna,2025-12-26,20:00,El Sekka El Hadeed Stadium,2
26,203,Modern Sport,ENPPI,2025-08-05,20:00,Cairo Stadium,2
26,204,El Gouna,ENPPI,2025-11-30,20:00,Zed Club Stadium,2
26,205,Wadi Degla,Ceramica,2025-06-26,17:00,Petro Sport Stadium,2
26,206,Ismaily,Zed,2026-01-23,17:00,Borg El Arab,1
26,207,Wadi Degla,El Dakhleya,2025-12-12,17:00,Al Salam Stadium,2
26,208,El Gouna,Zed,2025-07-01,20:00,Military Academy Stadium,1
26,209,Zed,El Dakhleya,2025-12-18,17:00,Borg El Arab,2
26,210,El Dakhleya,Ismaily,2025-05-16,20:00,Cairo Stadium,2
26,211,Pharco,Talaea El Gaish,2025-09-30,20:00,El Sekka El Hadeed Stadium,2
26,212,Alexandria Union,National Bank,2025-12-19,17:00,Zed Club Stadium,2
26,213,Zamalek,Pyramids,2025-11-22,20:00,Suez Stadium,1
26,214,Ceramica,Alexandria Union,2025-07-19,20:00,Alexandria Stadium,1
26,215,Modern Sport,Ceramica,2026-01-30,17:00,Petro Sport Stadium,2
26,216,Wadi Degla,Talaea El Gaish,2026-01-12,17:00,Suez Stadium,2
26,217,ENPPI,El Gouna,2025-05-04,17:00,Suez Stadium,1
26,218,Ceramica,Future,2026-01-27,20:00,El Sekka El Hadeed Stadium,2
26,219,Pharco,Alexandria Union,2025-12-30,20:00,Cairo Stadium,2
26,220,El Dakhleya,Future,2025-07-24,17:00,Zed Club Stadium,2
26,221,El Gouna,Ceramica,2025-05-14,17:00,Borg El Arab,2
26,222,Smouha,Ismaily,2025-07-03,17:00,Petro Sport Stadium,2
26,223,Zamalek,Wadi Degla,2025-07-18,20:00,Air Defense Stadium,1
26,224,Smouha,Talaea El Gaish,2025-12-31,20:00,El Sekka El Hadeed Stadium,1
26,225,Masry,Modern Sport,2025-09-03,20:00,Air Defense Stadium,1
26,226,Ismaily,Smouha,2026-01-15,20:00,Air Defense Stadium,1
26,227,Masry,Pyramids,2025-10-13,20:00,Suez Stadium,2
26,228,Zed,Smouha,2026-01-25,20:00,Cairo Stadium,2
26,229,El Dakhleya,Ceramica,2025-07-22,20:00,El Sekka El Hadeed Stadium,2
26,230,Ismaily,Zamalek,2025-07-24,20:00,Suez Stadium,2
26,231,Zed,Pharco,2025-05-24,20:00,Zed Club Stadium,1
26,232,Modern Sport,Pharco,2025-05-19,20:00,Cairo Stadium,1
26,233,Modern Sport,Talaea El Gaish,2025-05-31,17:00,El Sekka El Hadeed Stadium,2
26,234,Alexandria Union,Ismaily,2025-12-09,20:00,Cairo Stadium,2
26,235,National Bank,Future,2025-11-07,17:00,Suez Stadium,2
26,236,National Bank,Masry,2025-09-14,20:00,Suez Stadium,2
26,237,Future,Masry,2025-08-29,20:00,Zed Club Stadium,2
26,238,Ismaily,Alexandria Union,2025-08-12,20:00,Cairo Stadium,1
26,239,Pharco,Zamalek,2025-11-08,17:00,El Sekka El Hadeed Stadium,2
26,240,Masry,Ceramica,2025-07-29,20:00,Zed Club Stadium,1
26,241,El Dakhleya,Talaea El Gaish,2026-01-05,20:00,Borg El Arab,2
26,242,ENPPI,Talaea El Gaish,2025-10-02,20:00,Air Defense Stadium,1
26,243,Smouha,Future,2025-09-21,20:00,Borg El Arab,2
26,244,Ismaily,Future,2025-08-21,17:00,Borg El Arab,2
26,245,Al Ahly,Wadi Degla,2025-11-27,17:00,Zed Club Stadium,1
26,246,Modern Sport,Wadi Degla,2025-12-29,17:00,Air Defense Stadium,1
26,247,Alexandria Union,Zed,2025-12-06,17:00,Alexandria Stadium,1
26,248,Pharco,Future,2025-07-16,20:00,Military Academy Stadium,2
26,249,Pyramids,Ismaily,2025-06-17,20:00,Alexandria Stadium,1
26,250,Wadi Degla,ENPPI,2025-06-30,17:00,Alexandria Stadium,2
26,251,Zamalek,El Gouna,2025-12-25,17:00,Borg El Arab,1
26,252,ENPPI,Alexandria Union,2025-09-21,20:00,Cairo Stadium,1
26,253,National Bank,Alexandria Union,2025-10-28,17:00,Air Defense Stadium,1
26,254,Al Ahly,ENPPI,2025-12-03,20:00,Petro Sport Stadium,1
26,255,Modern Sport,Future,2025-07-12,20:00,Military Academy Stadium,2
26,256,Talaea El Gaish,Masry,2025-05-28,17:00,Military Academy Stadium,2
26,257,Future,National Bank,2025-10-10,20:00,Petro Sport Stadium,1
26,258,Smouha,Wadi Degla,2025-05-29,20:00,Zed Club Stadium,1
26,259,Zed,Ceramica,2025-10-29,17:00,Air Defense Stadium,2
26,260,Zamalek,Zed,2025-10-06,20:00,Petro Sport Stadium,1
26,261,ENPPI,Future,2025-05-04,17:00,El Sekka El Hadeed Stadium,2
26,262,Ismaily,National Bank,2025-05-20,20:00,El Sekka El Hadeed Stadium,1
26,263,Pyramids,Alexandria Union,2025-07-28,17:00,Borg El Arab,1
26,264,Pyramids,Ceramica,2025-06-11,20:00,Alexandria Stadium,1
26,265,Future,Smouha,2025-09-07,17:00,Suez Stadium,1
26,266,Zamalek,Modern Sport,2026-01-18,20:00,Military Academy Stadium,1
26,267,ENPPI,Pharco,2025-11-29,20:00,Air Defense Stadium,1
26,268,Zed,Zamalek,2025-05-15,17:00,Cairo Stadium,2
26,269,National Bank,El Dakhleya,2025-07-15,17:00,Alexandria Stadium,1
26,270,Smouha,El Dakhleya,2025-08-15,20:00,Suez Stadium,1
26,271,El Dakhleya,Alexandria Union,2026-01-10,20:00,Borg El Arab,2
26,272,Pharco,Ceramica,2025-05-19,20:00,El Sekka El Hadeed Stadium,2
26,273,Zamalek,Talaea El Gaish,2025-07-11,20:00,Zed Club Stadium,1
26,274,Pyramids,National Bank,2025-08-08,17:00,Alexandria Stadium,1
26,275,Zed,Alexandria Union,2025-08-17,20:00,Petro Sport Stadium,2
26,276,Pharco,Al Ahly,2025-08-01,20:00,Military Academy Stadium,2
26,277,Alexandria Union,Pyramids,2025-11-18,17:00,Alexandria Stadium,2
26,278,Talaea El Gaish,Smouha,2025-10-08,17:00,Petro Sport Stadium,2
26,279,National Bank,Modern Sport,2025-09-02,20:00,Military Academy Stadium,1
26,280,Pyramids,Pharco,2025-10-20,20:00,Cairo Stadium,1
26,281,Talaea El Gaish,El Gouna,2026-01-14,20:00,El Sekka El Hadeed Stadium,1
26,282,Future,Modern Sport,2025-05-22,20:00,Military Academy Stadium,1
26,283,Future,Ceramica,2025-06-15,17:00,El Sekka El Hadeed Stadium,1
26,284,El Gouna,Al Ahly,2025-06-08,17:00,Alexandria Stadium,2
26,285,El Dakhleya,National Bank,2025-10-23,17:00,Cairo Stadium,2
26,286,Modern Sport,Al Ahly,2025-11-19,20:00,Air Defense Stadium,2
26,287,Al Ahly,El Gouna,2025-05-10,17:00,Alexandria Stadium,1
26,288,Ismaily,Talaea El Gaish,2025-06-02,17:00,Cairo Stadium,1
26,289,National Bank,Wadi Degla,2025-10-29,20:00,Petro Sport Stadium,1
26,290,El Gouna,Modern Sport,2025-11-24,17:00,Borg El Arab,1
26,291,El Dakhleya,ENPPI,2025-05-28,20:00,Alexandria Stadium,2
26,292,Zamalek,El Dakhleya,2025-08-26,17:00,Borg El Arab,1
26,293,ENPPI,El Dakhleya,2025-08-03,17:00,Military Academy Stadium,1
26,294,Smouha,Zed,2025-10-18,17:00,El Sekka El Hadeed Stadium,1
26,295,Ismaily,Al Ahly,2025-06-23,20:00,Air Defense Stadium,2
26,296,Masry,El Gouna,2025-10-25,17:00,Zed Club Stadium,1
26,297,Alexandria Union,El Gouna,2025-11-15,20:00,Al Salam Stadium,1
26,298,Ismaily,Masry,2025-08-18,17:00,Al Salam Stadium,2
26,299,Masry,El Dakhleya,2026-01-01,17:00,Zed Club Stadium,1
26,300,Zed,Ismaily,2025-12-09,20:00,Alexandria Stadium,2
26,301,Ismaily,Ceramica,2025-06-14,17:00,Petro Sport Stadium,1
26,302,Pharco,El Dakhleya,2025-06-05,20:00,Cairo Stadium,2
26,303,Future,Al Ahly,2025-07-19,17:00,Al Salam Stadium,2
26,304,ENPPI,Ismaily,2025-05-11,20:00,Cairo Stadium,2
26,305,Zed,Al Ahly,2025-12-03,17:00,Suez Stadium,2
26,306,Ceramica,Talaea El Gaish,2025-06-21,20:00,Suez Stadium,1
27,1,Zed,Zamalek,2025-06-04,17:00,Air Defense Stadium,2
27,2,Al Ahly,Zamalek,2025-12-18,20:00,Al Salam Stadium,1
27,3,El Dakhleya,Wadi Degla,2025-12-02,20:00,Petro Sport Stadium,1
27,4,Al Ahly,Future,2025-12-19,17:00,Zed Club Stadium,1
27,5,Wadi Degla,Talaea El Gaish,2025-05-02,17:00,Military Academy Stadium,2
27,6,ENPPI,Future,2025-10-17,17:00,Zed Club Stadium,2
27,7,Zed,Wadi Degla,2025-05-28,17:00,Alexandria Stadium,1
27,8,Al Ahly,El Gouna,2025-08-10,20:00,Alexandria Stadium,1
27,9,Ceramica,ENPPI,2025-11-28,20:00,Suez Stadium,2
27,10,National Bank,El Gouna,2025-09-02,20:00,Borg El Arab,1
27,11,Ismaily,Wadi Degla,2025-07-08,20:00,Suez Stadium,1
27,12,Talaea El Gaish,Zamalek,2026-01-17,17:00,Zed Club Stadium,2
27,13,Ceramica,Talaea El Gaish,2025-12-19,17:00,Air Defense Stadium,1
27,14,National Bank,Wadi Degla,2026-01-29,20:00,Alexandria Stadium,1
27,15,Smouha,Wadi Degla,2026-01-12,20:00,Al Salam Stadium,1
27,16,Modern Sport,Future,2026-01-17,17:00,Air Defense Stadium,2
27,17,Zamalek,Ismaily,2025-05-18,20:00,Suez Stadium,1
27,18,Ismaily,Al Ahly,2025-11-04,20:00,Air Defense Stadium,2
27,19,El Dakhleya,Talaea El Gaish,2025-06-09,20:00,Air Defense Stadium,2
27,20,Wadi Degla,ENPPI,2025-08-02,17:00,Cairo Stadium,2
27,21,El Dakhleya,Ceramica,2025-09-07,20:00,Borg El Arab,2
27,22,Future,El Gouna,2025-12-11,17:00,Cairo Stadium,1
27,23,ENPPI,Talaea El Gaish,2025-11-01,20:00,Al Salam Stadium,1
27,24,Alexandria Union,Masry,2025-06-21,17:00,Petro Sport Stadium,2
27,25,Ismaily,El Dakhleya,2025-11-01,17:00,Cairo Stadium,1
27,26,Masry,Wadi Degla,2025-08-04,17:00,Petro Sport Stadium,1
27,27,Alexandria Union,National Bank,2025-12-22,17:00,Air Defense Stadium,2
27,28,ENPPI,National Bank,2025-08-24,17:00,Military Academy Stadium,1
27,29,Alexandria Union,Zamalek,2025-07-01,20:00,Military Academy Stadium,2
27,30,Al Ahly,Ismaily,2026-01-16,17:00,Military Academy Stadium,1
27,31,Pyramids,Al Ahly,2025-10-18,20:00,Alexandria Stadium,2
27,32,Zed,Talaea El Gaish,2025-08-07,17:00,Zed Club Stadium,2
27,33,Future,Al Ahly,2025-06-30,20:00,Alexandria Stadium,2
27,34,El Dakhleya,Pharco,2025-12-09,20:00,Petro Sport Stadium,1
27,35,Pyramids,Modern Sport,2025-10-05,20:00,Suez Stadium,1
27,36,Smouha,Ceramica,2025-08-06,20:00,Military Academy Stadium,1
27,37,El Dakhleya,Zed,2026-01-22,20:00,Military Academy Stadium,1
27,38,Smouha,Zamalek,2025-10-28,17:00,Zed Club Stadium,2
27,39,El Dakhleya,Ismaily,2025-07-16,20:00,Suez Stadium,2
27,40,Ceramica,National Bank,2025-09-13,17:00,Military Academy Stadium,1
27,41,National Bank,El Dakhleya,2025-11-28,17:00,Suez Stadium,1
27,42,Zamalek,ENPPI,2026-01-26,20:00,Suez Stadium,1
27,43,National Bank,Future,2025-07-24,17:00,Al Salam Stadium,2
27,44,Masry,El Dakhleya,2026-01-12,17:00,Air Defense Stadium,1
27,45,Pharco,Wadi Degla,2025-12-28,20:00,Al Salam Stadium,1
27,46,Alexandria Union,Pyramids,2025-05-30,17:00,Air Defense Stadium,2
27,47,Modern Sport,Masry,2025-07-18,20:00,Petro Sport Stadium,2
27,48,El Dakhleya,Smouha,2025-06-25,20:00,Air Defense Stadium,2
27,49,Pyramids,Pharco,2025-06-30,20:00,Borg El Arab,1
27,50,Al Ahly,El Dakhleya,2026-01-23,20:00,Petro Sport Stadium,1
27,51,Zamalek,El Dakhleya,2025-05-27,17:00,Cairo Stadium,1
27,52,Zamalek,Al Ahly,2025-11-22,20:00,Borg El Arab,2
27,53,El Gouna,ENPPI,2025-07-09,17:00,Al Salam Stadium,2
27,54,Talaea El Gaish,El Gouna,2025-06-11,17:00,Petro Sport Stadium,1
27,55,Wadi Degla,Smouha,2025-10-03,20:00,Zed Club Stadium,2
27,56,Future,National Bank,2025-07-31,20:00,Cairo Stadium,1
27,57,El Gouna,Talaea El Gaish,2025-10-07,17:00,Military Academy Stadium,2
27,58,Masry,Al Ahly,2025-12-17,20:00,Al Salam Stadium,2
27,59,Pharco,Al Ahly,2025-11-17,20:00,Alexandria Stadium,2
27,60,Ismaily,Pharco,2026-01-24,20:00,El Sekka El Hadeed Stadium,1
27,61,National Bank,Pyramids,2026-01-30,20:00,Borg El Arab,2
27,62,Pharco,Talaea El Gaish,2025-10-26,17:00,Zed Club Stadium,2
27,63,Zed,El Gouna,2025-08-31,20:00,Zed Club Stadium,2
27,64,ENPPI,Modern Sport,2025-05-16,17:00,Al Salam Stadium,1
27,65,Ceramica,El Gouna,2025-08-28,20:00,Al Salam Stadium,1
27,66,Wadi Degla,Alexandria Union,2025-07-28,17:00,Alexandria Stadium,2
27,67,Masry,El Gouna,2025-10-20,20:00,Borg El Arab,1
27,68,Zed,Future,2025-12-24,20:00,Zed Club Stadium,2
27,69,Smouha,Future,2025-07-08,20:00,Alexandria Stadium,2
27,70,Alexandria Union,Pharco,2025-12-23,17:00,Suez Stadium,1
27,71,Ceramica,Pyramids,2025-11-20,20:00,Petro Sport Stadium,2
27,72,Wadi Degla,Zed,2026-01-15,20:00,Borg El Arab,2
27,73,Wadi Degla,El Gouna,2026-01-16,17:00,El Sekka El Hadeed Stadium,2
27,74,Zed,Pyramids,2025-07-09,17:00,Military Academy Stadium,2
27,75,Ismaily,Future,2025-05-06,20:00,Al Salam Stadium,2
27,76,Zed,Alexandria Union,2025-12-18,20:00,Military Academy Stadium,2
27,77,Wadi Degla,Pyramids,2025-11-28,20:00,Alexandria Stadium,2
27,78,National Bank,Smouha,2025-09-20,20:00,Cairo Stadium,2
27,79,El Dakhleya,National Bank,2025-11-12,20:00,Petro Sport Stadium,2
27,80,El Dakhleya,Zamalek,2025-10-27,20:00,Alexandria Stadium,2
27,81,ENPPI,Al Ahly,2026-01-15,20:00,Cairo Stadium,2
27,82,Zed,ENPPI,2025-06-25,20:00,Cairo Stadium,2
27,83,Smouha,Modern Sport,2025-12-14,17:00,Alexandria Stadium,1
27,84,Pyramids,Future,2025-12-03,17:00,Cairo Stadium,1
27,85,Al Ahly,Wadi Degla,2025-10-24,20:00,Cairo Stadium,1
27,86,Modern Sport,El Gouna,2025-06-28,17:00,Al Salam Stadium,2
27,87,Talaea El Gaish,Masry,2025-09-16,20:00,Petro Sport Stadium,2
27,88,Ismaily,Zed,2025-11-04,20:00,Military Academy Stadium,1
27,89,ENPPI,Wadi Degla,2025-09-01,20:00,Borg El Arab,1
27,90,Pharco,ENPPI,2025-10-08,20:00,Air Defense Stadium,2
27,91,Pyramids,ENPPI,2025-05-05,17:00,Borg El Arab,1
27,92,Masry,ENPPI,2026-01-24,20:00,Suez Stadium,1
27,93,Pharco,Pyramids,2025-09-27,17:00,Al Salam Stadium,2
27,94,Al Ahly,Smouha,2025-06-05,20:00,Air Defense Stadium,1
27,95,Zamalek,Talaea El Gaish,2025-11-15,20:00,Military Academy Stadium,1
27,96,Modern Sport,Pharco,2025-10-04,17:00,Alexandria Stadium,1
27,97,Alexandria Union,Talaea El Gaish,2025-10-01,17:00,Cairo Stadium,2
27,98,Future,Alexandria Union,2025-11-25,20:00,Al Salam Stadium,1
27,99,El Gouna,Smouha,2025-06-26,20:00,El Sekka El Hadeed Stadium,2
27,100,Ismaily,Modern Sport,2025-05-27,17:00,Cairo Stadium,1
27,101,Wadi Degla,El Dakhleya,2025-12-30,17:00,Petro Sport Stadium,2
27,102,Smouha,National Bank,2025-09-10,17:00,Suez Stadium,1
27,103,Pyramids,National Bank,2026-01-28,20:00,El Sekka El Hadeed Stadium,1
27,104,Alexandria Union,ENPPI,2026-01-31,17:00,Zed Club Stadium,2
27,105,Zed,Ceramica,2025-10-24,17:00,Alexandria Stadium,2
27,106,Smouha,Ismaily,2025-11-20,17:00,Borg El Arab,2
27,107,El Gouna,Zed,2026-01-03,17:00,Borg El Arab,1
27,108,Pyramids,Zamalek,2025-12-01,20:00,El Sekka El Hadeed Stadium,2
27,109,Talaea El Gaish,Wadi Degla,2025-08-01,20:00,Zed Club Stadium,1
